Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Dolj, Anul 2005, Numar, 20
Dolj, Anul 2006, Numar, 20
Dolj, Anul 2007, Numar, 20
Dolj, Anul 2008, Numar, 20
Dolj, Anul 2009, Numar, 19
Dolj, Anul 2010, Numar, 19
Dolj, Anul 2011, Numar, 20
Dolj, Anul 2012, Numar, 9
Dolj, Anul 2013, Numar, 9
Dolj, Anul 2014, Numar, 9
Dolj, Anul 2015, Numar, 9
Dolj, Anul 2016, Numar, 9
Dolj, Anul 2017, Numar, 9
Gorj, Anul 1990, Numar, 11
Gorj, Anul 1991, Numar, 9
Gorj, Anul 1992, Numar, 11
Gorj, Anul 1993, Numar, 11
Gorj, Anul 1994, Numar, 11
Gorj, Anul 1995, Numar, 11
Gorj, Anul 1996, Numar, 11
Gorj, Anul 1997, Numar, 11
Gorj, Anul 1998, Numar, 11
Gorj, Anul 1999, Numar, 11
Gorj, Anul 2000, Numar, 11
Gorj, Anul 2001, Numar, 11
Gorj, Anul 2002, Numar, 11
Gorj, Anul 2003, Numar, 11
Gorj, Anul 2004, Numar, 11
Gorj, Anul 2005, Numar, 15
Gorj, Anul 2006, Numar, 15
Gorj, Anul 2007, Numar, 15
Gorj, Anul 2008, Numar, 15
Gorj, Anul 2009, Numar, 15
Gorj, Anul 2010, Numar, 15
Gorj, Anul 2011, Numar, 18
Gorj, Anul 2012, Numar, 18
Gorj, Anul 2013, Numar, 32
Gorj, Anul 2014, Numar, 32
Gorj, Anul 2015, Numar, 31
Gorj, Anul 2016, Numar, 32
Gorj, Anul 2017, Numar, 32
Mehedinti, Anul 1990, Numar, 4
Mehedinti, Anul 1991, Numar, 4
Mehedinti, Anul 1992, Numar, 2
Mehedinti, Anul 1993, Numar, 2
Mehedinti, Anul 1994, Numar, 2
Mehedinti, Anul 1995, Numar, 1
Mehedinti, Anul 1996, Numar, 3
Mehedinti, Anul 1997, Numar, 3
Mehedinti, Anul 1998, Numar, 3
Mehedinti, Anul 1999, Numar, 3
Mehedinti, Anul 2000, Numar, 3
Mehedinti, Anul 2001, Numar, 3
Mehedinti, Anul 2002, Numar, 4
Mehedinti, Anul 2003, Numar, 3
Mehedinti, Anul 2004, Numar, 2
Mehedinti, Anul 2005, Numar, 3
Mehedinti, Anul 2006, Numar, 3
Mehedinti, Anul 2007, Numar, 3
Mehedinti, Anul 2008, Numar, 3
Mehedinti, Anul 2009, Numar, 3
Mehedinti, Anul 2010, Numar, 3
Mehedinti, Anul 2011, Numar, 4
Mehedinti, Anul 2012, Numar, 4
Mehedinti, Anul 2013, Numar, 2
Mehedinti, Anul 2014, Numar, 2
Mehedinti, Anul 2015, Numar, 2
Mehedinti, Anul 2016, Numar, 3
Mehedinti, Anul 2017, Numar, 3
Olt, Anul 1990, Numar, 6
Olt, Anul 1991, Numar, 6
Olt, Anul 1992, Numar, 6
Olt, Anul 1993, Numar, 6
Olt, Anul 1994, Numar, 6
Olt, Anul 1995, Numar, 6
Olt, Anul 1996, Numar, 6
Olt, Anul 1997, Numar, 8
Olt, Anul 1998, Numar, 8
Olt, Anul 1999, Numar, 8
Olt, Anul 2000, Numar, 7
Olt, Anul 2001, Numar, 8
Olt, Anul 2002, Numar, 10
Olt, Anul 2003, Numar, 10
Olt, Anul 2004, Numar, 10
Olt, Anul 2005, Numar, 13
Olt, Anul 2006, Numar, 13
Olt, Anul 2007, Numar, 14
Olt, Anul 2008, Numar, 14
Olt, Anul 2009, Numar, 14
Olt, Anul 2010, Numar, 13
Olt, Anul 2011, Numar, 12
Olt, Anul 2012, Numar, 12
Olt, Anul 2013, Numar, 15
Olt, Anul 2014, Numar, 15
Olt, Anul 2015, Numar, 15
Olt, Anul 2016, Numar, 15
Olt, Anul 2017, Numar, 13
Valcea, Anul 1990, Numar, 16
Valcea, Anul 1991, Numar, 15
Valcea, Anul 1992, Numar, 15
Valcea, Anul 1993, Numar, 15
Valcea, Anul 1994, Numar, 16
Valcea, Anul 1995, Numar, 16
Valcea, Anul 1996, Numar, 15
Valcea, Anul 1997, Numar, 15
Valcea, Anul 1998, Numar, 15
Valcea, Anul 1999, Numar, 14
Valcea, Anul 2000, Numar, 14
Valcea, Anul 2001, Numar, 14
Valcea, Anul 2002, Numar, 13
Valcea, Anul 2003, Numar, 14
Valcea, Anul 2004, Numar, 14
Valcea, Anul 2005, Numar, 17
Valcea, Anul 2006, Numar, 17
Valcea, Anul 2007, Numar, 18
Valcea, Anul 2008, Numar, 18
Valcea, Anul 2009, Numar, 19
Valcea, Anul 2010, Numar, 19
Valcea, Anul 2011, Numar, 19
Valcea, Anul 2012, Numar, 18
Valcea, Anul 2013, Numar, 20
Valcea, Anul 2014, Numar, 19
Valcea, Anul 2015, Numar, 19
Valcea, Anul 2016, Numar, 19
Valcea, Anul 2017, Numar, 19
Regiunea VEST, Anul 1990, Numar, 27
Regiunea VEST, Anul 1991, Numar, 27
Regiunea VEST, Anul 1992, Numar, 29
Regiunea VEST, Anul 1993, Numar, 32
Regiunea VEST, Anul 1994, Numar, 32
Regiunea VEST, Anul 1995, Numar, 32
Regiunea VEST, Anul 1996, Numar, 33
Regiunea VEST, Anul 1997, Numar, 33
Regiunea VEST, Anul 1998, Numar, 33
Regiunea VEST, Anul 1999, Numar, 30
Regiunea VEST, Anul 2000, Numar, 33
Regiunea VEST, Anul 2001, Numar, 35
Regiunea VEST, Anul 2002, Numar, 50
Regiunea VEST, Anul 2003, Numar, 48
Regiunea VEST, Anul 2004, Numar, 49
Regiunea VEST, Anul 2005, Numar, 65
Regiunea VEST, Anul 2006, Numar, 66
Regiunea VEST, Anul 2007, Numar, 57
Regiunea VEST, Anul 2008, Numar, 60
Regiunea VEST, Anul 2009, Numar, 63
Regiunea VEST, Anul 2010, Numar, 71
Regiunea VEST, Anul 2011, Numar, 71
Regiunea VEST, Anul 2012, Numar, 69
Regiunea VEST, Anul 2013, Numar, 66
Regiunea VEST, Anul 2014, Numar, 66
Regiunea VEST, Anul 2015, Numar, 66
Regiunea VEST, Anul 2016, Numar, 68
Regiunea VEST, Anul 2017, Numar, 67
Arad, Anul 1990, Numar, 7
Arad, Anul 1991, Numar, 7
Arad, Anul 1992, Numar, 7
Arad, Anul 1993, Numar, 7
Arad, Anul 1994, Numar, 7
Arad, Anul 1995, Numar, 7
Arad, Anul 1996, Numar, 7
Arad, Anul 1997, Numar, 7
Arad, Anul 1998, Numar, 7
Arad, Anul 1999, Numar, 7
Arad, Anul 2000, Numar, 7
Arad, Anul 2001, Numar, 8
Arad, Anul 2002, Numar, 8
Arad, Anul 2003, Numar, 9
Arad, Anul 2004, Numar, 9
Arad, Anul 2005, Numar, 9
Arad, Anul 2006, Numar, 9
Arad, Anul 2007, Numar, 9
Arad, Anul 2008, Numar, 9
Arad, Anul 2009, Numar, 9
Arad, Anul 2010, Numar, 9
Arad, Anul 2011, Numar, 9
Arad, Anul 2012, Numar, 9
Arad, Anul 2013, Numar, 11
Arad, Anul 2014, Numar, 12
Arad, Anul 2015, Numar, 12
Arad, Anul 2016, Numar, 12
Arad, Anul 2017, Numar, 12
Caras-Severin, Anul 1990, Numar, 4
Caras-Severin, Anul 1991, Numar, 4
Caras-Severin, Anul 1992, Numar, 4
Caras-Severin, Anul 1993, Numar, 4
Caras-Severin, Anul 1994, Numar, 4
Caras-Severin, Anul 1995, Numar, 4
Caras-Severin, Anul 1996, Numar, 4
Caras-Severin, Anul 1997, Numar, 4
Caras-Severin, Anul 1998, Numar, 4
Caras-Severin, Anul 1999, Numar, 4
Caras-Severin, Anul 2000, Numar, 4
Caras-Severin, Anul 2001, Numar, 4
Caras-Severin, Anul 2002, Numar, 4
Caras-Severin, Anul 2003, Numar, 4
Caras-Severin, Anul 2004, Numar, 4
Caras-Severin, Anul 2005, Numar, 13
Caras-Severin, Anul 2006, Numar, 13
Caras-Severin, Anul 2007, Numar, 13
Caras-Severin, Anul 2008, Numar, 13
Caras-Severin, Anul 2009, Numar, 13
Caras-Severin, Anul 2010, Numar, 13
Caras-Severin, Anul 2011, Numar, 13
Caras-Severin, Anul 2012, Numar, 11
Caras-Severin, Anul 2013, Numar, 10
Caras-Severin, Anul 2014, Numar, 10
Caras-Severin, Anul 2015, Numar, 10
Caras-Severin, Anul 2016, Numar, 14
Caras-Severin, Anul 2017, Numar, 15
Hunedoara, Anul 1990, Numar, 7
Hunedoara, Anul 1991, Numar, 7
Hunedoara, Anul 1992, Numar, 9
Hunedoara, Anul 1993, Numar, 9
Hunedoara, Anul 1994, Numar, 9
Hunedoara, Anul 1995, Numar, 9
Hunedoara, Anul 1996, Numar, 9
Hunedoara, Anul 1997, Numar, 9
Hunedoara, Anul 1998, Numar, 9
Hunedoara, Anul 1999, Numar, 9
Hunedoara, Anul 2000, Numar, 9
Hunedoara, Anul 2001, Numar, 9
Hunedoara, Anul 2002, Numar, 9
Hunedoara, Anul 2003, Numar, 9
Hunedoara, Anul 2004, Numar, 9
Hunedoara, Anul 2005, Numar, 9
Hunedoara, Anul 2006, Numar, 9
Hunedoara, Anul 2007, Numar, 11
Hunedoara, Anul 2008, Numar, 11
Hunedoara, Anul 2009, Numar, 11
Hunedoara, Anul 2010, Numar, 11
Hunedoara, Anul 2011, Numar, 12
Hunedoara, Anul 2012, Numar, 12
Hunedoara, Anul 2013, Numar, 16
Hunedoara, Anul 2014, Numar, 16
Hunedoara, Anul 2015, Numar, 16
Hunedoara, Anul 2016, Numar, 17
Hunedoara, Anul 2017, Numar, 18
Timis, Anul 1990, Numar, 9
Timis, Anul 1991, Numar, 9
Timis, Anul 1992, Numar, 9
Timis, Anul 1993, Numar, 12
Timis, Anul 1994, Numar, 12
Timis, Anul 1995, Numar, 12
Timis, Anul 1996, Numar, 13
Timis, Anul 1997, Numar, 13
Timis, Anul 1998, Numar, 13
Timis, Anul 1999, Numar, 10
Timis, Anul 2000, Numar, 13
Timis, Anul 2001, Numar, 14
Timis, Anul 2002, Numar, 29
Timis, Anul 2003, Numar, 26
Timis, Anul 2004, Numar, 27
Timis, Anul 2005, Numar, 34
Timis, Anul 2006, Numar, 35
Timis, Anul 2007, Numar, 24
Timis, Anul 2008, Numar, 27
Timis, Anul 2009, Numar, 30
Timis, Anul 2010, Numar, 38
Timis, Anul 2011, Numar, 37
Timis, Anul 2012, Numar, 37
Timis, Anul 2013, Numar, 29
Timis, Anul 2014, Numar, 28
Timis, Anul 2015, Numar, 28
Timis, Anul 2016, Numar, 25
Timis, Anul 2017, Numar, 22
