Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Dolj, Anul 2010, Numar, 10949
Dolj, Anul 2011, Numar, 8978
Dolj, Anul 2012, Numar, 10346
Dolj, Anul 2013, Numar, 10207
Dolj, Anul 2014, Numar, 12075
Dolj, Anul 2015, Numar, 8881
Dolj, Anul 2016, Numar, 8894
Gorj, Anul 1990, Numar, 1911
Gorj, Anul 1991, Numar, 2675
Gorj, Anul 1992, Numar, 2962
Gorj, Anul 1993, Numar, 4167
Gorj, Anul 1994, Numar, 4768
Gorj, Anul 1995, Numar, 5650
Gorj, Anul 1996, Numar, 6005
Gorj, Anul 1997, Numar, 7380
Gorj, Anul 1998, Numar, 7797
Gorj, Anul 1999, Numar, 8064
Gorj, Anul 2000, Numar, 7692
Gorj, Anul 2001, Numar, 7730
Gorj, Anul 2002, Numar, 7352
Gorj, Anul 2003, Numar, 7312
Gorj, Anul 2004, Numar, 6139
Gorj, Anul 2005, Numar, 4861
Gorj, Anul 2006, Numar, 4376
Gorj, Anul 2007, Numar, 6733
Gorj, Anul 2008, Numar, 7340
Gorj, Anul 2009, Numar, 8883
Gorj, Anul 2010, Numar, 7207
Gorj, Anul 2011, Numar, 4999
Gorj, Anul 2012, Numar, 5262
Gorj, Anul 2013, Numar, 5492
Gorj, Anul 2014, Numar, 4635
Gorj, Anul 2015, Numar, 5946
Gorj, Anul 2016, Numar, 5637
Mehedinti, Anul 1990, Numar, 1421
Mehedinti, Anul 1991, Numar, 2828
Mehedinti, Anul 1992, Numar, 2710
Mehedinti, Anul 1993, Numar, 5069
Mehedinti, Anul 1994, Numar, 4799
Mehedinti, Anul 1995, Numar, 6141
Mehedinti, Anul 1996, Numar, 6976
Mehedinti, Anul 1997, Numar, 7673
Mehedinti, Anul 1998, Numar, 9085
Mehedinti, Anul 1999, Numar, 9538
Mehedinti, Anul 2000, Numar, 7019
Mehedinti, Anul 2001, Numar, 5605
Mehedinti, Anul 2002, Numar, 4894
Mehedinti, Anul 2003, Numar, 4061
Mehedinti, Anul 2004, Numar, 3623
Mehedinti, Anul 2005, Numar, 2752
Mehedinti, Anul 2006, Numar, 2813
Mehedinti, Anul 2007, Numar, 3458
Mehedinti, Anul 2008, Numar, 4025
Mehedinti, Anul 2009, Numar, 4309
Mehedinti, Anul 2010, Numar, 4677
Mehedinti, Anul 2011, Numar, 3178
Mehedinti, Anul 2012, Numar, 4644
Mehedinti, Anul 2013, Numar, 3946
Mehedinti, Anul 2014, Numar, 4260
Mehedinti, Anul 2015, Numar, 3677
Mehedinti, Anul 2016, Numar, 4814
Olt, Anul 1990, Numar, 2319
Olt, Anul 1991, Numar, 3097
Olt, Anul 1992, Numar, 3405
Olt, Anul 1993, Numar, 5722
Olt, Anul 1994, Numar, 5971
Olt, Anul 1995, Numar, 6174
Olt, Anul 1996, Numar, 7580
Olt, Anul 1997, Numar, 7945
Olt, Anul 1998, Numar, 7788
Olt, Anul 1999, Numar, 7254
Olt, Anul 2000, Numar, 7840
Olt, Anul 2001, Numar, 6953
Olt, Anul 2002, Numar, 5882
Olt, Anul 2003, Numar, 6274
Olt, Anul 2004, Numar, 5391
Olt, Anul 2005, Numar, 4894
Olt, Anul 2006, Numar, 6562
Olt, Anul 2007, Numar, 8357
Olt, Anul 2008, Numar, 8812
Olt, Anul 2009, Numar, 9201
Olt, Anul 2010, Numar, 7135
Olt, Anul 2011, Numar, 6683
Olt, Anul 2012, Numar, 6847
Olt, Anul 2013, Numar, 6909
Olt, Anul 2014, Numar, 3776
Olt, Anul 2015, Numar, 4783
Olt, Anul 2016, Numar, 5124
Valcea, Anul 1990, Numar, 1193
Valcea, Anul 1991, Numar, 2107
Valcea, Anul 1992, Numar, 1972
Valcea, Anul 1993, Numar, 2653
Valcea, Anul 1994, Numar, 3162
Valcea, Anul 1995, Numar, 4206
Valcea, Anul 1996, Numar, 4397
Valcea, Anul 1997, Numar, 4700
Valcea, Anul 1998, Numar, 5855
Valcea, Anul 1999, Numar, 4250
Valcea, Anul 2000, Numar, 5499
Valcea, Anul 2001, Numar, 5364
Valcea, Anul 2002, Numar, 4090
Valcea, Anul 2003, Numar, 3322
Valcea, Anul 2004, Numar, 2439
Valcea, Anul 2005, Numar, 2252
Valcea, Anul 2006, Numar, 2847
Valcea, Anul 2007, Numar, 5316
Valcea, Anul 2008, Numar, 6464
Valcea, Anul 2009, Numar, 6151
Valcea, Anul 2010, Numar, 6006
Valcea, Anul 2011, Numar, 3652
Valcea, Anul 2012, Numar, 4983
Valcea, Anul 2013, Numar, 6041
Valcea, Anul 2014, Numar, 7341
Valcea, Anul 2015, Numar, 5810
Valcea, Anul 2016, Numar, 6130
Regiunea VEST, Anul 1990, Numar, 9271
Regiunea VEST, Anul 1991, Numar, 16326
Regiunea VEST, Anul 1992, Numar, 18087
Regiunea VEST, Anul 1993, Numar, 22566
Regiunea VEST, Anul 1994, Numar, 26384
Regiunea VEST, Anul 1995, Numar, 32011
Regiunea VEST, Anul 1996, Numar, 41461
Regiunea VEST, Anul 1997, Numar, 41855
Regiunea VEST, Anul 1998, Numar, 42597
Regiunea VEST, Anul 1999, Numar, 35161
Regiunea VEST, Anul 2000, Numar, 33978
Regiunea VEST, Anul 2001, Numar, 32214
Regiunea VEST, Anul 2002, Numar, 31437
Regiunea VEST, Anul 2003, Numar, 27036
Regiunea VEST, Anul 2004, Numar, 21701
Regiunea VEST, Anul 2005, Numar, 19490
Regiunea VEST, Anul 2006, Numar, 21717
Regiunea VEST, Anul 2007, Numar, 28059
Regiunea VEST, Anul 2008, Numar, 30903
Regiunea VEST, Anul 2009, Numar, 32622
Regiunea VEST, Anul 2010, Numar, 29603
Regiunea VEST, Anul 2011, Numar, 25602
Regiunea VEST, Anul 2012, Numar, 28935
Regiunea VEST, Anul 2013, Numar, 28131
Regiunea VEST, Anul 2014, Numar, 36029
Regiunea VEST, Anul 2015, Numar, 33478
Regiunea VEST, Anul 2016, Numar, 30463
Arad, Anul 1990, Numar, 1897
Arad, Anul 1991, Numar, 3475
Arad, Anul 1992, Numar, 3655
Arad, Anul 1993, Numar, 4784
Arad, Anul 1994, Numar, 5381
Arad, Anul 1995, Numar, 6090
Arad, Anul 1996, Numar, 6458
Arad, Anul 1997, Numar, 8112
Arad, Anul 1998, Numar, 10229
Arad, Anul 1999, Numar, 9105
Arad, Anul 2000, Numar, 7534
Arad, Anul 2001, Numar, 6114
Arad, Anul 2002, Numar, 6411
Arad, Anul 2003, Numar, 6411
Arad, Anul 2004, Numar, 5936
Arad, Anul 2005, Numar, 4286
Arad, Anul 2006, Numar, 5227
Arad, Anul 2007, Numar, 6567
Arad, Anul 2008, Numar, 6957
Arad, Anul 2009, Numar, 7165
Arad, Anul 2010, Numar, 5931
Arad, Anul 2011, Numar, 5794
Arad, Anul 2012, Numar, 6233
Arad, Anul 2013, Numar, 5997
Arad, Anul 2014, Numar, 6109
Arad, Anul 2015, Numar, 6548
Arad, Anul 2016, Numar, 5709
Caras-Severin, Anul 1990, Numar, 1138
Caras-Severin, Anul 1991, Numar, 2354
Caras-Severin, Anul 1992, Numar, 2431
Caras-Severin, Anul 1993, Numar, 3936
Caras-Severin, Anul 1994, Numar, 4663
Caras-Severin, Anul 1995, Numar, 5266
Caras-Severin, Anul 1996, Numar, 5934
Caras-Severin, Anul 1997, Numar, 6424
Caras-Severin, Anul 1998, Numar, 6500
Caras-Severin, Anul 1999, Numar, 5686
Caras-Severin, Anul 2000, Numar, 6157
Caras-Severin, Anul 2001, Numar, 6526
Caras-Severin, Anul 2002, Numar, 6159
Caras-Severin, Anul 2003, Numar, 4557
Caras-Severin, Anul 2004, Numar, 3031
Caras-Severin, Anul 2005, Numar, 3034
Caras-Severin, Anul 2006, Numar, 3278
Caras-Severin, Anul 2007, Numar, 4041
Caras-Severin, Anul 2008, Numar, 3766
Caras-Severin, Anul 2009, Numar, 4630
Caras-Severin, Anul 2010, Numar, 4972
Caras-Severin, Anul 2011, Numar, 4404
Caras-Severin, Anul 2012, Numar, 4635
Caras-Severin, Anul 2013, Numar, 4066
Caras-Severin, Anul 2014, Numar, 4918
Caras-Severin, Anul 2015, Numar, 4394
Caras-Severin, Anul 2016, Numar, 4690
Hunedoara, Anul 1990, Numar, 2668
Hunedoara, Anul 1991, Numar, 4320
Hunedoara, Anul 1992, Numar, 4890
Hunedoara, Anul 1993, Numar, 6418
Hunedoara, Anul 1994, Numar, 7592
Hunedoara, Anul 1995, Numar, 9077
Hunedoara, Anul 1996, Numar, 14641
Hunedoara, Anul 1997, Numar, 12828
Hunedoara, Anul 1998, Numar, 12083
Hunedoara, Anul 1999, Numar, 8914
Hunedoara, Anul 2000, Numar, 8456
Hunedoara, Anul 2001, Numar, 8514
Hunedoara, Anul 2002, Numar, 8772
Hunedoara, Anul 2003, Numar, 8282
Hunedoara, Anul 2004, Numar, 7468
Hunedoara, Anul 2005, Numar, 7381
Hunedoara, Anul 2006, Numar, 7125
Hunedoara, Anul 2007, Numar, 9361
Hunedoara, Anul 2008, Numar, 10941
Hunedoara, Anul 2009, Numar, 11847
Hunedoara, Anul 2010, Numar, 10999
Hunedoara, Anul 2011, Numar, 8659
Hunedoara, Anul 2012, Numar, 8379
Hunedoara, Anul 2013, Numar, 8545
Hunedoara, Anul 2014, Numar, 10681
Hunedoara, Anul 2015, Numar, 8063
Hunedoara, Anul 2016, Numar, 7615
Timis, Anul 1990, Numar, 3568
Timis, Anul 1991, Numar, 6177
Timis, Anul 1992, Numar, 7111
Timis, Anul 1993, Numar, 7428
Timis, Anul 1994, Numar, 8748
Timis, Anul 1995, Numar, 11578
Timis, Anul 1996, Numar, 14428
Timis, Anul 1997, Numar, 14491
Timis, Anul 1998, Numar, 13785
Timis, Anul 1999, Numar, 11456
Timis, Anul 2000, Numar, 11831
Timis, Anul 2001, Numar, 11060
Timis, Anul 2002, Numar, 10095
Timis, Anul 2003, Numar, 7786
Timis, Anul 2004, Numar, 5266
Timis, Anul 2005, Numar, 4789
Timis, Anul 2006, Numar, 6087
Timis, Anul 2007, Numar, 8090
Timis, Anul 2008, Numar, 9239
Timis, Anul 2009, Numar, 8980
Timis, Anul 2010, Numar, 7701
Timis, Anul 2011, Numar, 6745
Timis, Anul 2012, Numar, 9688
Timis, Anul 2013, Numar, 9523
Timis, Anul 2014, Numar, 14321
Timis, Anul 2015, Numar, 14473
Timis, Anul 2016, Numar, 12449
