Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 2863
Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 2666
Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 3446
Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 4013
Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 3999
Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 4114
Regiunea BUCURESTI - ILFOV, Anul 2014, Numar persoane, 3562
Regiunea BUCURESTI - ILFOV, Anul 2015, Numar persoane, 4634
Regiunea BUCURESTI - ILFOV, Anul 2016, Numar persoane, 3432
Ilfov, Anul 1997, Numar persoane, 1509
Ilfov, Anul 1998, Numar persoane, 1174
Ilfov, Anul 1999, Numar persoane, 1430
Ilfov, Anul 2000, Numar persoane, 953
Ilfov, Anul 2001, Numar persoane, 1114
Ilfov, Anul 2002, Numar persoane, 1244
Ilfov, Anul 2003, Numar persoane, 902
Ilfov, Anul 2004, Numar persoane, 691
Ilfov, Anul 2005, Numar persoane, 605
Ilfov, Anul 2006, Numar persoane, 515
Ilfov, Anul 2007, Numar persoane, 316
Ilfov, Anul 2008, Numar persoane, 213
Ilfov, Anul 2009, Numar persoane, 253
Ilfov, Anul 2010, Numar persoane, 330
Ilfov, Anul 2011, Numar persoane, 284
Ilfov, Anul 2012, Numar persoane, 555
Ilfov, Anul 2013, Numar persoane, 586
Ilfov, Anul 2014, Numar persoane, 508
Ilfov, Anul 2015, Numar persoane, 498
Ilfov, Anul 2016, Numar persoane, 329
Municipiul Bucuresti, Anul 1997, Numar persoane, 4490
Municipiul Bucuresti, Anul 1998, Numar persoane, 4798
Municipiul Bucuresti, Anul 1999, Numar persoane, 4980
Municipiul Bucuresti, Anul 2000, Numar persoane, 4793
Municipiul Bucuresti, Anul 2001, Numar persoane, 6173
Municipiul Bucuresti, Anul 2002, Numar persoane, 5794
Municipiul Bucuresti, Anul 2003, Numar persoane, 4773
Municipiul Bucuresti, Anul 2004, Numar persoane, 4536
Municipiul Bucuresti, Anul 2005, Numar persoane, 4722
Municipiul Bucuresti, Anul 2006, Numar persoane, 3632
Municipiul Bucuresti, Anul 2007, Numar persoane, 2955
Municipiul Bucuresti, Anul 2008, Numar persoane, 2650
Municipiul Bucuresti, Anul 2009, Numar persoane, 2413
Municipiul Bucuresti, Anul 2010, Numar persoane, 3116
Municipiul Bucuresti, Anul 2011, Numar persoane, 3729
Municipiul Bucuresti, Anul 2012, Numar persoane, 3444
Municipiul Bucuresti, Anul 2013, Numar persoane, 3528
Municipiul Bucuresti, Anul 2014, Numar persoane, 3054
Municipiul Bucuresti, Anul 2015, Numar persoane, 4136
Municipiul Bucuresti, Anul 2016, Numar persoane, 3103
Mun. Bucuresti -incl. SAI, Anul 1990, Numar persoane, 2734
Mun. Bucuresti -incl. SAI, Anul 1991, Numar persoane, 4381
Mun. Bucuresti -incl. SAI, Anul 1992, Numar persoane, 5909
Mun. Bucuresti -incl. SAI, Anul 1993, Numar persoane, 5003
Mun. Bucuresti -incl. SAI, Anul 1994, Numar persoane, 5341
Mun. Bucuresti -incl. SAI, Anul 1995, Numar persoane, 5550
Mun. Bucuresti -incl. SAI, Anul 1996, Numar persoane, 5220
MACROREGIUNEA PATRU, Anul 1990, Numar persoane, 8140
MACROREGIUNEA PATRU, Anul 1991, Numar persoane, 13439
MACROREGIUNEA PATRU, Anul 1992, Numar persoane, 15337
MACROREGIUNEA PATRU, Anul 1993, Numar persoane, 18129
MACROREGIUNEA PATRU, Anul 1994, Numar persoane, 23919
MACROREGIUNEA PATRU, Anul 1995, Numar persoane, 25014
MACROREGIUNEA PATRU, Anul 1996, Numar persoane, 27152
MACROREGIUNEA PATRU, Anul 1997, Numar persoane, 28093
MACROREGIUNEA PATRU, Anul 1998, Numar persoane, 24480
MACROREGIUNEA PATRU, Anul 1999, Numar persoane, 19004
MACROREGIUNEA PATRU, Anul 2000, Numar persoane, 16565
MACROREGIUNEA PATRU, Anul 2001, Numar persoane, 18600
MACROREGIUNEA PATRU, Anul 2002, Numar persoane, 17105
MACROREGIUNEA PATRU, Anul 2003, Numar persoane, 16534
MACROREGIUNEA PATRU, Anul 2004, Numar persoane, 14252
MACROREGIUNEA PATRU, Anul 2005, Numar persoane, 13619
MACROREGIUNEA PATRU, Anul 2006, Numar persoane, 12058
MACROREGIUNEA PATRU, Anul 2007, Numar persoane, 8814
MACROREGIUNEA PATRU, Anul 2008, Numar persoane, 6842
MACROREGIUNEA PATRU, Anul 2009, Numar persoane, 6567
MACROREGIUNEA PATRU, Anul 2010, Numar persoane, 8043
MACROREGIUNEA PATRU, Anul 2011, Numar persoane, 8971
MACROREGIUNEA PATRU, Anul 2012, Numar persoane, 9400
MACROREGIUNEA PATRU, Anul 2013, Numar persoane, 8532
MACROREGIUNEA PATRU, Anul 2014, Numar persoane, 7394
MACROREGIUNEA PATRU, Anul 2015, Numar persoane, 8239
MACROREGIUNEA PATRU, Anul 2016, Numar persoane, 6610
Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 4979
Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 8060
Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 8243
Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 10033
Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 13572
Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 14071
Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 15226
Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 16475
Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 13732
Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 11503
Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 9631
Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 11183
Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 10079
Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 10008
Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 8624
Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 8399
Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 6715
Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 4536
Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 2923
Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 3256
Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 4313
Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 4390
Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 4431
Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 3415
Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 2957
Regiunea SUD-VEST OLTENIA, Anul 2015, Numar persoane, 4257
Regiunea SUD-VEST OLTENIA, Anul 2016, Numar persoane, 3355
Dolj, Anul 1990, Numar persoane, 1177
Dolj, Anul 1991, Numar persoane, 1934
Dolj, Anul 1992, Numar persoane, 1489
Dolj, Anul 1993, Numar persoane, 1996
Dolj, Anul 1994, Numar persoane, 3110
Dolj, Anul 1995, Numar persoane, 3871
Dolj, Anul 1996, Numar persoane, 4006
Dolj, Anul 1997, Numar persoane, 4826
Dolj, Anul 1998, Numar persoane, 3529
Dolj, Anul 1999, Numar persoane, 2833
Dolj, Anul 2000, Numar persoane, 2279
Dolj, Anul 2001, Numar persoane, 2602
Dolj, Anul 2002, Numar persoane, 2502
Dolj, Anul 2003, Numar persoane, 2745
Dolj, Anul 2004, Numar persoane, 2399
Dolj, Anul 2005, Numar persoane, 2218
Dolj, Anul 2006, Numar persoane, 1806
Dolj, Anul 2007, Numar persoane, 1268
Dolj, Anul 2008, Numar persoane, 776
Dolj, Anul 2009, Numar persoane, 1000
Dolj, Anul 2010, Numar persoane, 1144
Dolj, Anul 2011, Numar persoane, 1302
Dolj, Anul 2012, Numar persoane, 1512
Dolj, Anul 2013, Numar persoane, 977
Dolj, Anul 2014, Numar persoane, 846
Dolj, Anul 2015, Numar persoane, 1519
Dolj, Anul 2016, Numar persoane, 1057
Gorj, Anul 1990, Numar persoane, 999
Gorj, Anul 1991, Numar persoane, 1615
Gorj, Anul 1992, Numar persoane, 1691
Gorj, Anul 1993, Numar persoane, 2089
Gorj, Anul 1994, Numar persoane, 2929
Gorj, Anul 1995, Numar persoane, 2563
Gorj, Anul 1996, Numar persoane, 2752
Gorj, Anul 1997, Numar persoane, 2624
Gorj, Anul 1998, Numar persoane, 2282
Gorj, Anul 1999, Numar persoane, 2044
Gorj, Anul 2000, Numar persoane, 1725
Gorj, Anul 2001, Numar persoane, 1998
Gorj, Anul 2002, Numar persoane, 1735
Gorj, Anul 2003, Numar persoane, 1841
Gorj, Anul 2004, Numar persoane, 1688
Gorj, Anul 2005, Numar persoane, 1553
Gorj, Anul 2006, Numar persoane, 1267
Gorj, Anul 2007, Numar persoane, 814
Gorj, Anul 2008, Numar persoane, 599
Gorj, Anul 2009, Numar persoane, 701
Gorj, Anul 2010, Numar persoane, 939
Gorj, Anul 2011, Numar persoane, 1030
Gorj, Anul 2012, Numar persoane, 880
Gorj, Anul 2013, Numar persoane, 552
Gorj, Anul 2014, Numar persoane, 478
Gorj, Anul 2015, Numar persoane, 713
Gorj, Anul 2016, Numar persoane, 782
Mehedinti, Anul 1990, Numar persoane, 792
Mehedinti, Anul 1991, Numar persoane, 1254
Mehedinti, Anul 1992, Numar persoane, 1584
Mehedinti, Anul 1993, Numar persoane, 1850
Mehedinti, Anul 1994, Numar persoane, 2458
Mehedinti, Anul 1995, Numar persoane, 2354
Mehedinti, Anul 1996, Numar persoane, 2500
Mehedinti, Anul 1997, Numar persoane, 2508
Mehedinti, Anul 1998, Numar persoane, 2710
Mehedinti, Anul 1999, Numar persoane, 2318
Mehedinti, Anul 2000, Numar persoane, 1880
Mehedinti, Anul 2001, Numar persoane, 2230
Mehedinti, Anul 2002, Numar persoane, 2023
Mehedinti, Anul 2003, Numar persoane, 1854
Mehedinti, Anul 2004, Numar persoane, 1468
Mehedinti, Anul 2005, Numar persoane, 1483
Mehedinti, Anul 2006, Numar persoane, 972
Mehedinti, Anul 2007, Numar persoane, 559
Mehedinti, Anul 2008, Numar persoane, 324
Mehedinti, Anul 2009, Numar persoane, 459
Mehedinti, Anul 2010, Numar persoane, 805
Mehedinti, Anul 2011, Numar persoane, 1007
Mehedinti, Anul 2012, Numar persoane, 923
Mehedinti, Anul 2013, Numar persoane, 955
Mehedinti, Anul 2014, Numar persoane, 827
Mehedinti, Anul 2015, Numar persoane, 592
Mehedinti, Anul 2016, Numar persoane, 444
Olt, Anul 1990, Numar persoane, 1041
Olt, Anul 1991, Numar persoane, 1518
Olt, Anul 1992, Numar persoane, 1808
Olt, Anul 1993, Numar persoane, 2219
Olt, Anul 1994, Numar persoane, 3037
Olt, Anul 1995, Numar persoane, 2700
Olt, Anul 1996, Numar persoane, 3381
Olt, Anul 1997, Numar persoane, 3346
Olt, Anul 1998, Numar persoane, 2777
Olt, Anul 1999, Numar persoane, 2309
Olt, Anul 2000, Numar persoane, 1973
Olt, Anul 2001, Numar persoane, 2303
Olt, Anul 2002, Numar persoane, 2383
Olt, Anul 2003, Numar persoane, 2246
Olt, Anul 2004, Numar persoane, 1893
Olt, Anul 2005, Numar persoane, 1945
Olt, Anul 2006, Numar persoane, 1644
Olt, Anul 2007, Numar persoane, 1144
Olt, Anul 2008, Numar persoane, 711
Olt, Anul 2009, Numar persoane, 739
Olt, Anul 2010, Numar persoane, 934
Olt, Anul 2011, Numar persoane, 624
Olt, Anul 2012, Numar persoane, 649
Olt, Anul 2013, Numar persoane, 491
Olt, Anul 2014, Numar persoane, 425
Olt, Anul 2015, Numar persoane, 690
Olt, Anul 2016, Numar persoane, 460
Valcea, Anul 1990, Numar persoane, 970
Valcea, Anul 1991, Numar persoane, 1739
Valcea, Anul 1992, Numar persoane, 1671
Valcea, Anul 1993, Numar persoane, 1879
Valcea, Anul 1994, Numar persoane, 2038
Valcea, Anul 1995, Numar persoane, 2583
Valcea, Anul 1996, Numar persoane, 2587
Valcea, Anul 1997, Numar persoane, 3171
Valcea, Anul 1998, Numar persoane, 2434
Valcea, Anul 1999, Numar persoane, 1999
Valcea, Anul 2000, Numar persoane, 1774
Valcea, Anul 2001, Numar persoane, 2050
Valcea, Anul 2002, Numar persoane, 1436
Valcea, Anul 2003, Numar persoane, 1322
Valcea, Anul 2004, Numar persoane, 1176
Valcea, Anul 2005, Numar persoane, 1200
Valcea, Anul 2006, Numar persoane, 1026
Valcea, Anul 2007, Numar persoane, 751
Valcea, Anul 2008, Numar persoane, 513
Valcea, Anul 2009, Numar persoane, 357
Valcea, Anul 2010, Numar persoane, 491
Valcea, Anul 2011, Numar persoane, 427
Valcea, Anul 2012, Numar persoane, 467
Valcea, Anul 2013, Numar persoane, 440
Valcea, Anul 2014, Numar persoane, 381
Valcea, Anul 2015, Numar persoane, 743
Valcea, Anul 2016, Numar persoane, 612
Regiunea VEST, Anul 1990, Numar persoane, 3161
Regiunea VEST, Anul 1991, Numar persoane, 5379
Regiunea VEST, Anul 1992, Numar persoane, 7094
Regiunea VEST, Anul 1993, Numar persoane, 8096
Regiunea VEST, Anul 1994, Numar persoane, 10347
Regiunea VEST, Anul 1995, Numar persoane, 10943
Regiunea VEST, Anul 1996, Numar persoane, 11926
Regiunea VEST, Anul 1997, Numar persoane, 11618
Regiunea VEST, Anul 1998, Numar persoane, 10748
Regiunea VEST, Anul 1999, Numar persoane, 7501
Regiunea VEST, Anul 2000, Numar persoane, 6934
Regiunea VEST, Anul 2001, Numar persoane, 7417
Regiunea VEST, Anul 2002, Numar persoane, 7026
Regiunea VEST, Anul 2003, Numar persoane, 6526
Regiunea VEST, Anul 2004, Numar persoane, 5628
Regiunea VEST, Anul 2005, Numar persoane, 5220
Regiunea VEST, Anul 2006, Numar persoane, 5343
Regiunea VEST, Anul 2007, Numar persoane, 4278
Regiunea VEST, Anul 2008, Numar persoane, 3919
Regiunea VEST, Anul 2009, Numar persoane, 3311
Regiunea VEST, Anul 2010, Numar persoane, 3730
Regiunea VEST, Anul 2011, Numar persoane, 4581
Regiunea VEST, Anul 2012, Numar persoane, 4969
Regiunea VEST, Anul 2013, Numar persoane, 5117
Regiunea VEST, Anul 2014, Numar persoane, 4437
Regiunea VEST, Anul 2015, Numar persoane, 3982
Regiunea VEST, Anul 2016, Numar persoane, 3255
Arad, Anul 1990, Numar persoane, 627
Arad, Anul 1991, Numar persoane, 1386
Arad, Anul 1992, Numar persoane, 1935
Arad, Anul 1993, Numar persoane, 2329
Arad, Anul 1994, Numar persoane, 3111
Arad, Anul 1995, Numar persoane, 2918
Arad, Anul 1996, Numar persoane, 2568
Arad, Anul 1997, Numar persoane, 2113
Arad, Anul 1998, Numar persoane, 2187
Arad, Anul 1999, Numar persoane, 1640
Arad, Anul 2000, Numar persoane, 1924
Arad, Anul 2001, Numar persoane, 2041
Arad, Anul 2002, Numar persoane, 1747
Arad, Anul 2003, Numar persoane, 1428
Arad, Anul 2004, Numar persoane, 1347
Arad, Anul 2005, Numar persoane, 1211
Arad, Anul 2006, Numar persoane, 1529
Arad, Anul 2007, Numar persoane, 1034
Arad, Anul 2008, Numar persoane, 1325
Arad, Anul 2009, Numar persoane, 997
Arad, Anul 2010, Numar persoane, 1010
Arad, Anul 2011, Numar persoane, 1170
Arad, Anul 2012, Numar persoane, 1181
Arad, Anul 2013, Numar persoane, 944
Arad, Anul 2014, Numar persoane, 818
Arad, Anul 2015, Numar persoane, 685
Arad, Anul 2016, Numar persoane, 686
Caras-Severin, Anul 1990, Numar persoane, 451
Caras-Severin, Anul 1991, Numar persoane, 580
Caras-Severin, Anul 1992, Numar persoane, 1199
Caras-Severin, Anul 1993, Numar persoane, 1125
Caras-Severin, Anul 1994, Numar persoane, 1316
Caras-Severin, Anul 1995, Numar persoane, 1618
Caras-Severin, Anul 1996, Numar persoane, 1927
Caras-Severin, Anul 1997, Numar persoane, 1943
Caras-Severin, Anul 1998, Numar persoane, 1500
Caras-Severin, Anul 1999, Numar persoane, 1066
Caras-Severin, Anul 2000, Numar persoane, 1157
Caras-Severin, Anul 2001, Numar persoane, 1319
Caras-Severin, Anul 2002, Numar persoane, 1255
Caras-Severin, Anul 2003, Numar persoane, 1079
Caras-Severin, Anul 2004, Numar persoane, 884
Caras-Severin, Anul 2005, Numar persoane, 806
Caras-Severin, Anul 2006, Numar persoane, 808
Caras-Severin, Anul 2007, Numar persoane, 519
Caras-Severin, Anul 2008, Numar persoane, 433
Caras-Severin, Anul 2009, Numar persoane, 356
Caras-Severin, Anul 2010, Numar persoane, 431
Caras-Severin, Anul 2011, Numar persoane, 492
Caras-Severin, Anul 2012, Numar persoane, 463
Caras-Severin, Anul 2013, Numar persoane, 670
Caras-Severin, Anul 2014, Numar persoane, 584
Caras-Severin, Anul 2015, Numar persoane, 793
Caras-Severin, Anul 2016, Numar persoane, 373
Hunedoara, Anul 1990, Numar persoane, 1105
Hunedoara, Anul 1991, Numar persoane, 1796
Hunedoara, Anul 1992, Numar persoane, 1906
Hunedoara, Anul 1993, Numar persoane, 2128
Hunedoara, Anul 1994, Numar persoane, 2424
Hunedoara, Anul 1995, Numar persoane, 2739
Hunedoara, Anul 1996, Numar persoane, 3169
Hunedoara, Anul 1997, Numar persoane, 3596
Hunedoara, Anul 1998, Numar persoane, 3228
Hunedoara, Anul 1999, Numar persoane, 2685
Hunedoara, Anul 2000, Numar persoane, 2144
Hunedoara, Anul 2001, Numar persoane, 2193
Hunedoara, Anul 2002, Numar persoane, 2115
Hunedoara, Anul 2003, Numar persoane, 2080
Hunedoara, Anul 2004, Numar persoane, 1979
Hunedoara, Anul 2005, Numar persoane, 1805
Hunedoara, Anul 2006, Numar persoane, 1536
Hunedoara, Anul 2007, Numar persoane, 1487
Hunedoara, Anul 2008, Numar persoane, 1215
Hunedoara, Anul 2009, Numar persoane, 1229
Hunedoara, Anul 2010, Numar persoane, 1334
Hunedoara, Anul 2011, Numar persoane, 1690
Hunedoara, Anul 2012, Numar persoane, 1512
Hunedoara, Anul 2013, Numar persoane, 1353
Hunedoara, Anul 2014, Numar persoane, 1172
Hunedoara, Anul 2015, Numar persoane, 794
Hunedoara, Anul 2016, Numar persoane, 724
Timis, Anul 1990, Numar persoane, 978
Timis, Anul 1991, Numar persoane, 1617
Timis, Anul 1992, Numar persoane, 2054
Timis, Anul 1993, Numar persoane, 2514
Timis, Anul 1994, Numar persoane, 3496
Timis, Anul 1995, Numar persoane, 3668
Timis, Anul 1996, Numar persoane, 4262
Timis, Anul 1997, Numar persoane, 3966
Timis, Anul 1998, Numar persoane, 3833
Timis, Anul 1999, Numar persoane, 2110
Timis, Anul 2000, Numar persoane, 1709
Timis, Anul 2001, Numar persoane, 1864
Timis, Anul 2002, Numar persoane, 1909
Timis, Anul 2003, Numar persoane, 1939
Timis, Anul 2004, Numar persoane, 1418
Timis, Anul 2005, Numar persoane, 1398
Timis, Anul 2006, Numar persoane, 1470
Timis, Anul 2007, Numar persoane, 1238
Timis, Anul 2008, Numar persoane, 946
Timis, Anul 2009, Numar persoane, 729
Timis, Anul 2010, Numar persoane, 955
Timis, Anul 2011, Numar persoane, 1229
Timis, Anul 2012, Numar persoane, 1813
Timis, Anul 2013, Numar persoane, 2150
Timis, Anul 2014, Numar persoane, 1863
Timis, Anul 2015, Numar persoane, 1710
Timis, Anul 2016, Numar persoane, 1472
